State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Apogee Est (m),State - Time to Apogee (s),State - Off-Vert Angle (deg),State - Time in Stage (s),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (m),MAX-M10S - Lat (deg),MAX-M10S - Lon (deg),MAX-M10S - Alt (m),MAX-M10S - vN (m/s),MAX-M10S - vE (m/s),MAX-M10S - vD (m/s),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,BMI088 - Acc X (m/s^2),BMI088 - Acc Y (m/s^2),BMI088 - Acc Z (m/s^2),BMI088 - Gyro X (rad/s),BMI088 - Gyro Y (rad/s),BMI088 - Gyro Z (rad/s),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage,Bat Voltage - Voltage (V)
1103.674,0,39.097,-75.864,0.247,0.225,0.179,0.092,0.180,0.016,0.134,0.000,0.000,178.642,1103.693,1014.340,25.940,-9.066,39.0824117,-75.8755260,-14.275,-0.020,-0.019,0.011,24,13:08:59,-9.941,0.144,0.280,-0.017,0.058,-0.032,0.001,0.0,0.020,22.730,3.943
1103.948,0,39.096,-75.865,0.237,0.200,0.159,0.087,0.160,0.028,0.164,0.000,0.000,179.252,1103.967,1014.360,25.930,-9.232,39.0824117,-75.8755259,-14.278,-0.007,0.011,0.042,24,13:08:59,-9.970,0.230,0.237,0.036,0.000,-0.030,0.001,0.0,0.013,22.743,3.943
1104.217,0,39.093,-75.867,0.329,0.170,0.123,0.180,0.074,-0.098,0.129,0.000,0.000,179.717,1104.236,1014.330,25.940,-8.983,39.0824117,-75.8755258,-14.290,-0.068,0.100,0.047,24,13:08:59,-9.934,0.187,0.302,-0.121,0.045,0.055,0.001,0.0,0.001,22.739,3.937
1104.488,0,39.092,-75.869,0.145,0.144,0.101,0.007,0.038,0.008,0.127,0.000,0.000,179.794,1104.507,1014.360,25.940,-9.232,39.0824117,-75.8755257,-14.304,-0.021,0.019,-0.029,24,13:09:00,-9.934,0.208,0.158,0.028,0.047,0.151,0.001,0.0,-0.009,22.764,3.949
1104.761,0,39.090,-75.871,0.224,0.097,0.063,0.094,-0.112,-0.100,0.097,0.000,0.000,179.525,1104.781,1014.370,25.940,-9.315,39.0824117,-75.8755256,-14.306,-0.036,0.074,0.023,24,13:09:00,-9.905,0.129,0.208,-0.066,0.023,-0.009,0.001,0.0,-0.011,22.730,3.949
1105.036,0,39.087,-75.874,0.170,0.055,0.013,0.041,-0.042,-0.042,0.064,0.000,0.000,179.023,1105.055,1014.360,25.940,-9.232,39.0824117,-75.8755254,-14.318,-0.048,0.073,-0.007,24,13:09:00,-9.869,0.287,0.129,-0.075,-0.026,0.051,0.001,0.0,-0.030,22.739,3.949
1105.307,0,39.083,-75.877,0.266,-0.001,-0.032,0.152,-0.233,-0.242,0.094,0.000,0.000,178.390,1105.326,1014.330,25.940,-8.983,39.0824117,-75.8755254,-14.328,-0.021,0.030,0.062,24,13:09:00,-9.905,0.165,0.266,0.004,-0.002,0.062,0.001,0.0,-0.022,22.725,3.954
1105.578,0,39.080,-75.879,0.277,-0.051,-0.061,0.145,-0.353,-0.108,0.047,0.000,0.000,178.406,1105.597,1014.340,25.950,-9.066,39.0824118,-75.8755254,-14.331,0.031,-0.017,-0.038,24,13:09:01,-9.862,0.093,0.144,0.064,0.011,0.019,0.001,0.0,-0.018,22.716,3.954
1105.849,0,39.077,-75.881,0.354,-0.089,-0.096,0.194,-0.115,-0.284,-0.032,0.000,0.000,178.329,1105.868,1014.310,25.950,-8.816,39.0824118,-75.8755256,-14.331,0.029,0.022,0.115,24,13:09:01,-9.776,0.237,0.266,-0.058,0.040,-0.023,0.001,0.0,0.001,22.736,3.949
1106.122,0,39.076,-75.884,0.286,-0.105,-0.150,0.082,-0.167,-0.334,-0.052,0.000,0.000,178.003,1106.141,1014.340,25.950,-9.066,39.0824118,-75.8755257,-14.324,-0.003,0.024,-0.028,24,13:09:01,-9.762,0.165,0.201,0.175,0.015,0.100,0.001,0.0,-0.034,22.736,3.943
1106.393,0,39.074,-75.888,0.220,-0.129,-0.205,0.018,-0.097,-0.451,0.086,0.000,0.000,177.811,1106.412,1014.350,25.950,-9.149,39.0824119,-75.8755257,-14.327,-0.060,0.027,-0.075,24,13:09:02,-9.898,0.244,0.330,-0.077,-0.038,-0.036,0.001,0.0,-0.002,22.734,3.954
1106.666,0,39.073,-75.890,0.259,-0.151,-0.248,0.078,-0.101,-0.330,0.074,0.000,0.000,177.714,1106.687,1014.330,25.950,-8.983,39.0824118,-75.8755257,-14.326,-0.016,-0.023,-0.079,24,13:09:02,-9.884,0.294,0.208,0.045,-0.011,0.036,0.001,0.0,0.003,22.739,3.949
1106.939,0,39.073,-75.893,0.340,-0.143,-0.287,0.137,-0.121,-0.594,0.129,0.000,0.000,177.638,1106.959,1014.330,25.950,-8.983,39.0824119,-75.8755258,-14.322,0.008,-0.048,-0.079,24,13:09:02,-9.948,0.165,0.402,-0.111,0.109,0.143,0.001,0.0,0.014,22.736,3.949
1107.210,0,39.073,-75.895,0.420,-0.156,-0.314,0.203,-0.159,-0.331,0.122,0.000,0.000,177.656,1107.229,1014.330,25.960,-8.983,39.0824119,-75.8755258,-14.317,0.024,-0.032,0.017,24,13:09:02,-9.934,0.244,0.180,-0.055,-0.032,0.036,0.001,0.0,-0.019,22.732,3.954
1107.482,0,39.073,-75.896,0.383,-0.141,-0.332,0.146,-0.069,-0.414,0.176,0.000,0.000,178.124,1107.502,1014.320,25.960,-8.900,39.0824120,-75.8755260,-14.324,-0.010,0.003,0.060,24,13:09:03,-9.991,0.122,0.251,0.060,0.026,-0.207,0.001,0.0,-0.011,22.739,3.943
1107.757,0,39.075,-75.897,0.488,-0.097,-0.327,0.213,0.125,-0.210,0.018,0.000,0.000,178.417,1107.777,1014.290,25.950,-8.650,39.0824120,-75.8755261,-14.322,-0.030,-0.013,-0.060,24,13:09:03,-9.826,0.287,0.151,-0.062,0.075,-0.053,0.001,0.0,0.035,22.739,3.954
1108.032,0,39.078,-75.896,0.449,-0.060,-0.307,0.153,0.038,-0.263,0.140,0.000,0.000,179.039,1108.051,1014.310,25.960,-8.816,39.0824120,-75.8755262,-14.314,-0.056,0.041,0.008,24,13:09:03,-9.948,0.180,0.280,0.151,-0.109,-0.028,0.001,0.0,-0.019,22.750,3.954
1108.302,0,39.078,-75.893,0.401,-0.068,-0.273,0.110,-0.130,-0.232,0.040,0.000,0.000,179.031,1108.321,1014.320,25.960,-8.900,39.0824121,-75.8755263,-14.316,-0.051,0.010,-0.051,24,13:09:03,-9.848,0.151,0.302,-0.034,-0.128,0.136,0.001,0.0,0.029,22.734,3.949
1108.576,0,39.076,-75.891,0.292,-0.101,-0.233,0.021,-0.047,-0.099,0.139,0.000,0.000,178.704,1108.595,1014.340,25.970,-9.066,39.0824121,-75.8755263,-14.321,-0.056,0.035,-0.077,24,13:09:04,-9.941,0.338,0.215,-0.009,-0.053,0.017,0.001,0.0,-0.013,22.750,3.966
1108.848,0,39.075,-75.888,0.325,-0.117,-0.188,0.049,-0.079,0.056,0.138,0.000,0.000,178.783,1108.868,1014.330,25.960,-8.983,39.0824122,-75.8755263,-14.323,-0.064,0.006,0.021,24,13:09:04,-9.941,0.345,0.136,0.058,-0.006,-0.011,0.001,0.0,-0.003,22.734,3.949
1109.121,0,39.074,-75.886,0.255,-0.144,-0.151,-0.009,-0.238,0.127,0.130,0.000,0.000,178.829,1109.140,1014.340,25.960,-9.066,39.0824122,-75.8755263,-14.326,-0.007,-0.042,0.069,24,13:09:04,-9.941,0.194,0.065,-0.006,0.043,-0.087,0.001,0.0,-0.018,22.741,3.949
1109.391,0,39.072,-75.883,0.269,-0.173,-0.109,0.046,-0.176,-0.040,0.042,0.000,0.000,178.657,1109.411,1014.340,25.970,-9.066,39.0824122,-75.8755263,-14.334,-0.024,-0.007,-0.029,24,13:09:05,-9.848,0.230,0.237,-0.083,0.045,0.030,0.001,0.0,0.016,22.736,3.949
1109.666,0,39.070,-75.883,0.139,-0.197,-0.107,-0.057,-0.293,-0.114,-0.008,0.000,0.000,178.474,1109.685,1014.350,25.970,-9.149,39.0824123,-75.8755264,-14.340,-0.027,-0.001,0.015,24,13:09:05,-9.805,0.136,0.180,0.006,0.081,-0.070,0.001,0.0,-0.009,22.743,3.966
1109.938,0,39.069,-75.882,0.290,-0.208,-0.101,0.076,-0.302,-0.051,0.121,0.000,0.000,178.532,1109.957,1014.340,25.970,-9.066,39.0824123,-75.8755264,-14.343,-0.007,-0.024,-0.016,24,13:09:05,-9.934,0.144,0.108,0.043,0.015,-0.111,0.001,0.0,-0.005,22.743,3.954
1110.208,0,39.070,-75.882,0.236,-0.203,-0.100,0.023,-0.106,-0.162,0.106,0.000,0.000,178.747,1110.227,1014.340,25.980,-9.066,39.0824124,-75.8755265,-14.330,-0.032,-0.006,-0.044,24,13:09:05,-9.912,0.244,0.230,-0.047,0.096,-0.049,0.001,0.0,-0.005,22.725,3.954
1110.459,0,39.070,-75.883,0.153,-0.179,-0.121,-0.040,-0.040,-0.212,0.100,0.000,0.000,178.852,1110.478,1014.350,25.970,-9.149,39.0824124,-75.8755266,-14.320,-0.022,0.020,0.066,24,13:09:06,-9.905,0.259,0.273,-0.011,-0.094,0.015,0.001,0.0,0.028,22.743,3.949
1110.734,0,39.071,-75.884,0.250,-0.167,-0.136,0.069,-0.158,-0.256,0.072,0.000,0.000,178.830,1110.754,1014.340,25.970,-9.066,39.0824124,-75.8755267,-14.308,-0.043,-0.040,-0.002,24,13:09:06,-9.884,0.079,0.208,-0.066,0.102,0.000,0.001,0.0,-0.013,22.746,3.960
1111.005,0,39.074,-75.885,0.295,-0.133,-0.168,0.121,-0.013,-0.277,0.089,0.000,0.000,178.664,1111.024,1014.330,25.980,-8.983,39.0824124,-75.8755268,-14.293,-0.031,0.020,-0.049,24,13:09:06,-9.898,0.201,0.237,-0.028,-0.066,-0.021,0.001,0.0,0.019,22.746,3.954
1111.277,0,39.075,-75.887,0.076,-0.109,-0.187,-0.076,0.075,-0.250,0.028,0.000,0.000,178.838,1111.297,1014.380,25.990,-9.398,39.0824124,-75.8755269,-14.284,-0.019,0.008,0.009,24,13:09:06,-9.833,0.294,0.280,-0.055,-0.045,0.068,0.001,0.0,-0.005,22.730,3.954
1111.552,0,39.076,-75.888,0.261,-0.091,-0.188,0.111,0.131,-0.135,0.037,0.000,0.000,178.836,1111.571,1014.340,25.980,-9.066,39.0824125,-75.8755270,-14.279,0.004,0.042,-0.007,24,13:09:07,-9.841,0.359,0.172,0.079,0.055,0.009,0.001,0.0,-0.032,22.734,3.966
1111.825,0,39.078,-75.888,0.079,-0.060,-0.198,-0.048,0.072,-0.290,0.140,0.000,0.000,179.057,1111.845,1014.380,25.980,-9.398,39.0824126,-75.8755270,-14.266,-0.024,0.016,-0.010,24,13:09:07,-9.948,0.172,0.316,0.045,-0.030,0.034,0.001,0.0,0.026,22.743,3.960
1112.096,0,39.080,-75.889,0.042,-0.032,-0.211,-0.058,-0.017,-0.090,-0.005,0.000,0.000,178.728,1112.115,1014.370,25.990,-9.315,39.0824126,-75.8755271,-14.260,-0.029,0.046,0.041,24,13:09:07,-9.805,0.115,0.043,0.028,0.032,0.013,0.001,0.0,-0.019,22.718,3.954
1112.369,0,39.083,-75.889,0.092,0.017,-0.214,0.014,0.056,-0.099,0.103,0.000,0.000,178.577,1112.389,1014.360,25.980,-9.232,39.0824127,-75.8755272,-14.241,-0.076,0.086,0.038,24,13:09:08,-9.912,0.172,0.050,0.011,0.094,0.028,0.001,0.0,-0.025,22.757,3.954
1112.642,0,39.085,-75.890,0.200,0.040,-0.229,0.119,0.025,-0.198,0.067,0.000,0.000,179.021,1112.661,1014.350,25.990,-9.149,39.0824127,-75.8755272,-14.232,-0.050,0.046,-0.016,24,13:09:08,-9.876,0.122,0.208,-0.038,-0.151,0.009,0.001,0.0,-0.008,22.746,3.960
1112.911,0,39.086,-75.890,0.175,0.061,-0.226,0.095,-0.081,-0.114,0.088,0.000,0.000,179.031,1112.930,1014.340,26.000,-9.066,39.0824127,-75.8755272,-14.214,-0.009,-0.009,-0.125,24,13:09:08,-9.898,0.093,0.093,-0.085,-0.006,0.113,0.001,0.0,0.023,22.723,3.954
1113.183,0,39.087,-75.889,0.116,0.066,-0.220,0.050,-0.045,-0.312,0.116,0.000,0.000,179.024,1113.202,1014.350,26.000,-9.149,39.0824128,-75.8755273,-14.207,-0.012,0.018,-0.005,24,13:09:08,-9.927,0.086,0.294,-0.017,-0.081,0.023,0.001,0.0,0.053,22.727,3.949
1113.458,0,39.086,-75.889,0.034,0.058,-0.202,-0.008,0.048,-0.104,-0.082,0.000,0.000,179.411,1113.477,1014.380,25.990,-9.398,39.0824129,-75.8755274,-14.192,0.020,0.016,0.065,24,13:09:09,-9.726,0.144,0.208,-0.019,0.000,-0.053,0.001,0.0,0.004,22.723,3.949
1113.730,0,39.086,-75.887,0.108,0.062,-0.179,0.089,0.103,-0.098,0.005,0.000,0.000,179.394,1113.750,1014.370,25.990,-9.315,39.0824129,-75.8755275,-14.182,-0.001,-0.026,0.028,24,13:09:09,-9.812,0.223,0.208,0.066,-0.030,0.072,0.001,0.0,-0.026,22.736,3.943
1114.000,0,39.087,-75.886,0.051,0.075,-0.168,0.051,0.199,-0.104,0.113,0.000,0.000,179.224,1114.019,1014.370,26.000,-9.315,39.0824130,-75.8755276,-14.171,-0.013,-0.030,-0.077,24,13:09:09,-9.920,0.237,0.266,0.017,-0.107,-0.077,0.001,0.0,-0.012,22.739,3.954
1114.272,0,39.088,-75.885,0.038,0.086,-0.144,0.045,0.097,-0.067,0.098,0.000,0.000,179.242,1114.292,1014.370,26.010,-9.315,39.0824131,-75.8755278,-14.167,-0.011,-0.065,-0.125,24,13:09:09,-9.905,0.165,0.187,0.017,0.036,0.049,0.001,0.0,-0.005,22.730,3.960
1114.544,0,39.089,-75.884,0.087,0.101,-0.127,0.093,0.129,-0.074,0.054,0.000,0.000,178.999,1114.564,1014.360,26.000,-9.232,39.0824133,-75.8755279,-14.157,0.007,0.027,0.043,24,13:09:10,-9.862,0.158,0.180,-0.032,0.068,-0.079,0.001,0.0,0.038,22.727,3.954
1114.813,0,39.090,-75.883,0.196,0.120,-0.120,0.179,0.194,-0.064,0.198,0.000,0.000,178.905,1114.832,1014.350,26.010,-9.149,39.0824133,-75.8755279,-14.145,0.016,-0.018,-0.040,24,13:09:10,-10.006,0.223,0.172,-0.011,0.040,-0.047,0.001,0.0,0.013,22.739,3.954
1115.086,0,39.090,-75.883,0.076,0.132,-0.112,0.040,0.238,-0.068,0.235,0.000,0.000,179.102,1115.105,1014.350,26.010,-9.149,39.0824133,-75.8755279,-14.123,-0.023,-0.009,-0.049,24,13:09:10,-10.042,0.273,0.230,-0.011,-0.034,-0.021,0.001,0.0,0.013,22.714,3.954
1115.359,0,39.092,-75.881,0.110,0.144,-0.087,0.072,0.081,-0.035,0.003,0.000,0.000,178.911,1115.378,1014.380,26.010,-9.398,39.0824133,-75.8755280,-14.103,0.022,-0.026,-0.009,24,13:09:11,-9.812,0.086,0.158,-0.047,0.049,-0.066,0.001,0.0,-0.004,22.736,3.954
1115.632,0,39.092,-75.881,0.155,0.150,-0.086,0.107,0.121,-0.219,0.054,0.000,0.000,178.975,1115.652,1014.330,26.010,-8.983,39.0824134,-75.8755280,-14.081,0.003,-0.035,-0.080,24,13:09:11,-9.862,0.136,0.273,0.051,0.087,-0.055,0.001,0.0,0.003,22.727,3.949
1115.902,0,39.092,-75.880,0.152,0.158,-0.077,0.083,0.227,-0.073,0.082,0.000,0.000,178.712,1115.921,1014.370,26.010,-9.315,39.0824135,-75.8755281,-14.061,-0.021,-0.020,-0.022,24,13:09:11,-9.891,0.223,0.172,0.060,-0.009,-0.017,0.001,0.0,-0.005,22.739,3.954
1116.153,0,39.093,-75.881,0.177,0.175,-0.081,0.101,0.110,-0.100,0.082,0.000,0.000,178.724,1116.172,1014.330,26.010,-8.983,39.0824136,-75.8755283,-14.034,-0.029,0.021,-0.089,24,13:09:11,-9.891,0.093,0.165,-0.036,0.028,0.064,0.001,0.0,-0.001,22.746,3.943
1116.426,0,39.095,-75.881,0.108,0.208,-0.074,0.062,0.379,-0.022,0.138,0.000,0.000,178.406,1116.445,1014.360,26.010,-9.232,39.0824137,-75.8755283,-13.996,0.001,0.045,-0.010,24,13:09:12,-9.948,0.280,0.237,0.058,-0.068,-0.013,0.001,0.0,-0.001,22.736,3.960
1116.696,0,39.096,-75.880,0.220,0.218,-0.057,0.173,0.198,0.104,0.059,0.000,0.000,178.647,1116.715,1014.350,26.010,-9.149,39.0824137,-75.8755283,-13.986,0.005,-0.017,-0.060,24,13:09:12,-9.869,0.194,0.086,0.026,-0.015,-0.053,0.001,0.0,0.015,22.718,3.960
1116.969,0,39.096,-75.879,0.101,0.219,-0.054,0.048,0.156,0.020,-0.045,0.000,0.000,179.450,1116.988,1014.360,26.020,-9.232,39.0824138,-75.8755286,-13.958,0.022,-0.034,0.022,24,13:09:12,-9.762,0.251,0.194,0.058,-0.019,0.104,0.001,0.0,0.048,22.736,3.949
1117.243,0,39.096,-75.879,0.323,0.196,-0.048,0.239,0.114,0.086,0.039,0.000,0.000,179.207,1117.262,1014.330,26.020,-8.983,39.0824139,-75.8755288,-13.945,0.000,-0.028,-0.024,24,13:09:12,-9.848,0.215,0.072,0.036,-0.053,-0.034,0.001,0.0,0.017,22.734,3.960
1117.512,0,39.094,-75.878,0.329,0.179,-0.040,0.230,0.063,-0.005,0.112,0.000,0.000,179.472,1117.531,1014.320,26.020,-8.900,39.0824139,-75.8755289,-13.928,-0.041,-0.016,-0.055,23,13:09:13,-9.920,0.165,0.172,-0.047,-0.081,0.038,0.001,0.0,-0.033,22.727,3.954
1117.785,0,39.092,-75.879,0.268,0.157,-0.056,0.133,0.074,-0.088,0.025,0.000,0.000,179.239,1117.805,1014.320,26.020,-8.900,39.0824140,-75.8755290,-13.926,-0.010,-0.048,-0.081,24,13:09:13,-9.833,0.144,0.187,-0.026,-0.087,0.058,0.001,0.0,-0.005,22.707,3.949
1118.059,0,39.092,-75.880,0.267,0.150,-0.071,0.127,0.059,-0.148,0.155,0.000,0.000,179.111,1118.078,1014.340,26.030,-9.066,39.0824141,-75.8755291,-13.914,-0.016,-0.078,-0.071,24,13:09:13,-9.963,0.187,0.187,0.066,-0.011,0.153,0.001,0.0,-0.018,22.743,3.949
1118.329,0,39.093,-75.881,0.302,0.170,-0.084,0.159,0.226,-0.125,0.110,0.000,0.000,178.473,1118.348,1014.340,26.030,-9.066,39.0824142,-75.8755293,-13.903,-0.021,0.019,-0.034,24,13:09:13,-9.920,0.136,0.230,-0.019,-0.087,-0.058,0.001,0.0,-0.001,22.727,3.960
1118.602,0,39.095,-75.881,0.313,0.206,-0.086,0.154,0.229,-0.174,0.009,0.000,0.000,178.276,1118.624,1014.320,26.030,-8.900,39.0824143,-75.8755296,-13.871,-0.054,0.004,-0.078,24,13:09:14,-9.819,0.079,0.273,0.011,0.028,-0.053,0.001,0.0,0.031,22.720,3.943
1118.874,0,39.097,-75.881,0.196,0.247,-0.094,0.043,0.407,-0.143,0.041,0.000,0.000,177.884,1118.893,1014.340,26.040,-9.066,39.0824144,-75.8755297,-13.868,-0.030,-0.022,0.018,24,13:09:14,-9.855,0.230,0.237,-0.021,-0.002,-0.006,0.001,0.0,-0.005,22.730,3.949
1119.148,0,39.100,-75.881,0.249,0.278,-0.081,0.104,0.332,0.048,0.028,0.000,0.000,178.094,1119.167,1014.340,26.030,-9.066,39.0824146,-75.8755301,-13.855,-0.006,0.034,-0.006,24,13:09:14,-9.841,0.201,0.172,0.062,-0.162,0.062,0.001,0.0,0.004,22.739,3.954
1119.417,0,39.100,-75.880,0.372,0.300,-0.077,0.186,0.486,0.033,0.063,0.000,0.000,178.092,1119.436,1014.330,26.040,-8.983,39.0824147,-75.8755303,-13.860,-0.030,-0.059,-0.010,24,13:09:15,-9.876,0.352,0.208,-0.023,0.047,0.013,0.001,0.0,-0.005,22.704,3.954
1119.687,0,39.101,-75.880,0.229,0.295,-0.074,0.038,0.270,0.100,-0.020,0.000,0.000,178.466,1119.707,1014.350,26.040,-9.149,39.0824148,-75.8755306,-13.846,-0.055,0.034,-0.047,24,13:09:15,-9.790,0.287,0.022,-0.066,0.004,0.079,0.001,0.0,0.004,22.725,3.954
1119.961,0,39.101,-75.880,0.328,0.289,-0.064,0.127,0.163,-0.052,0.111,0.000,0.000,178.761,1119.981,1014.330,26.040,-8.983,39.0824149,-75.8755307,-13.843,-0.017,0.000,-0.079,24,13:09:15,-9.920,0.129,0.194,0.034,-0.011,-0.036,0.001,0.0,0.016,22.755,3.949
1120.236,0,39.100,-75.880,0.210,0.259,-0.072,0.014,0.037,-0.086,0.074,0.000,0.000,178.946,1120.255,1014.350,26.040,-9.149,39.0824149,-75.8755309,-13.837,-0.014,-0.014,0.014,24,13:09:15,-9.884,0.079,0.129,0.017,0.083,-0.006,0.001,0.0,-0.009,22.739,3.960
1120.507,0,39.098,-75.880,0.276,0.234,-0.083,0.084,0.025,-0.196,0.168,0.000,0.000,179.018,1120.526,1014.360,26.040,-9.232,39.0824150,-75.8755310,-13.842,-0.026,0.097,0.085,24,13:09:16,-9.977,0.057,0.215,-0.023,0.053,-0.038,0.001,0.0,0.028,22.734,3.954
1120.779,0,39.097,-75.881,0.115,0.229,-0.091,-0.070,0.195,-0.064,0.085,0.000,0.000,179.311,1120.799,1014.360,26.040,-9.232,39.0824150,-75.8755311,-13.837,-0.026,0.002,0.023,24,13:09:16,-9.891,0.244,0.251,0.028,-0.109,0.032,0.001,0.0,0.027,22.748,3.954
1121.053,0,39.097,-75.880,0.268,0.224,-0.067,0.094,0.201,0.081,0.125,0.000,0.000,178.753,1121.073,1014.330,26.040,-8.983,39.0824149,-75.8755310,-13.829,-0.044,0.074,-0.014,24,13:09:16,-9.934,0.201,0.136,0.013,-0.040,0.060,0.001,0.0,0.009,22.746,3.943
1121.322,0,39.096,-75.879,0.323,0.223,-0.049,0.139,0.268,0.041,0.089,0.000,0.000,178.730,1121.341,1014.350,26.050,-9.149,39.0824149,-75.8755311,-13.823,-0.031,-0.014,-0.012,23,13:09:16,-9.898,0.244,0.187,-0.047,-0.060,-0.026,0.001,0.0,-0.037,22.714,3.960
1121.596,0,39.096,-75.877,0.246,0.224,-0.018,0.041,0.310,0.044,0.169,0.000,0.000,178.664,1121.618,1014.350,26.050,-9.149,39.0824147,-75.8755309,-13.812,-0.027,0.027,-0.046,24,13:09:17,-9.977,0.259,0.280,0.079,0.036,-0.058,0.001,0.0,0.000,22.718,3.949
1121.869,0,39.097,-75.875,0.300,0.231,0.012,0.100,0.280,0.131,0.181,0.000,0.000,178.554,1121.888,1014.340,26.050,-9.066,39.0824147,-75.8755308,-13.803,0.010,-0.039,-0.033,24,13:09:17,-9.991,0.251,0.165,-0.047,0.004,0.028,0.001,0.0,0.018,22.734,3.954
1122.142,0,39.098,-75.874,0.316,0.235,0.029,0.101,0.196,-0.014,0.090,0.000,0.000,178.876,1122.161,1014.340,26.050,-9.066,39.0824145,-75.8755306,-13.792,-0.045,0.058,0.089,24,13:09:17,-9.898,0.172,0.237,-0.038,0.096,-0.081,0.001,0.0,0.003,22.723,3.949
1122.412,0,39.097,-75.873,0.331,0.229,0.037,0.127,0.221,0.059,0.082,0.000,0.000,178.677,1122.431,1014.320,26.050,-8.900,39.0824144,-75.8755305,-13.784,-0.016,0.035,0.033,24,13:09:18,-9.891,0.194,0.172,-0.017,-0.017,-0.089,0.001,0.0,0.023,22.716,3.954
1122.684,0,39.097,-75.874,0.415,0.243,0.026,0.210,0.281,0.155,0.029,0.000,0.000,178.408,1122.703,1014.310,26.060,-8.816,39.0824143,-75.8755304,-13.779,-0.008,0.029,0.028,24,13:09:18,-9.841,0.251,0.079,-0.036,0.036,0.000,0.001,0.0,0.067,22.734,3.954
1122.958,0,39.098,-75.873,0.414,0.249,0.036,0.190,0.331,-0.003,0.103,0.000,0.000,178.211,1122.978,1014.320,26.050,-8.900,39.0824141,-75.8755302,-13.773,-0.020,0.044,0.013,24,13:09:18,-9.912,0.180,0.316,-0.028,0.098,0.019,0.001,0.0,0.003,22.727,3.943
1123.229,0,39.099,-75.874,0.255,0.249,0.028,0.021,0.157,-0.010,0.074,0.000,0.000,178.519,1123.249,1014.330,26.060,-8.983,39.0824139,-75.8755299,-13.758,-0.065,0.076,-0.019,24,13:09:18,-9.884,0.108,0.129,-0.083,0.023,0.019,0.001,0.0,0.004,22.723,3.949
1123.499,0,39.099,-75.874,0.218,0.259,0.014,-0.020,0.273,-0.130,0.095,0.000,0.000,178.435,1123.518,1014.360,26.060,-9.232,39.0824138,-75.8755298,-13.741,-0.004,0.004,0.014,24,13:09:19,-9.905,0.151,0.273,0.053,0.036,-0.079,0.001,0.0,-0.022,22.736,3.954
1123.772,0,39.099,-75.875,0.277,0.260,-0.003,0.073,0.246,-0.083,0.125,0.000,0.000,178.643,1123.792,1014.330,26.060,-8.983,39.0824137,-75.8755295,-13.722,0.003,0.009,0.010,24,13:09:19,-9.934,0.201,0.208,-0.060,-0.032,0.055,0.001,0.0,0.004,22.730,3.954
1124.046,0,39.100,-75.878,0.219,0.275,-0.046,0.022,0.340,-0.238,0.122,0.000,0.000,178.199,1124.066,1014.340,26.060,-9.066,39.0824137,-75.8755293,-13.698,-0.014,-0.026,-0.019,24,13:09:19,-9.934,0.215,0.287,-0.068,0.128,0.053,0.001,0.0,-0.048,22.759,3.949
1124.315,0,39.099,-75.880,0.370,0.275,-0.084,0.180,0.365,-0.139,0.050,0.000,0.000,178.184,1124.334,1014.310,26.070,-8.816,39.0824136,-75.8755291,-13.681,-0.030,-0.034,-0.053,24,13:09:19,-9.862,0.273,0.215,0.000,0.070,-0.115,0.001,0.0,0.009,22.734,3.960
1124.567,0,39.101,-75.882,0.276,0.281,-0.101,0.097,0.332,-0.115,0.131,0.000,0.000,178.327,1124.586,1014.330,26.060,-8.983,39.0824136,-75.8755290,-13.666,-0.016,-0.035,-0.073,24,13:09:20,-9.941,0.287,0.187,0.045,0.015,-0.034,0.001,0.0,0.023,22.725,3.954
1124.839,0,39.100,-75.883,0.243,0.267,-0.123,0.069,0.324,-0.217,-0.049,0.000,0.000,178.302,1124.858,1014.350,26.070,-9.149,39.0824134,-75.8755289,-13.655,-0.029,0.027,-0.004,24,13:09:20,-9.762,0.273,0.251,0.043,0.085,-0.026,0.001,0.0,0.026,22.716,3.960
1125.110,0,39.098,-75.884,0.217,0.242,-0.138,0.055,0.199,-0.249,0.125,0.000,0.000,178.746,1125.129,1014.350,26.070,-9.149,39.0824134,-75.8755288,-13.644,0.017,-0.020,0.042,24,13:09:20,-9.934,0.215,0.280,0.040,0.040,0.070,0.001,0.0,0.058,22.725,3.949
1125.382,0,39.097,-75.886,0.188,0.231,-0.159,0.049,0.175,0.007,-0.090,0.000,0.000,178.617,1125.401,1014.350,26.070,-9.149,39.0824133,-75.8755287,-13.640,0.006,-0.033,0.014,24,13:09:21,-9.718,0.244,0.043,0.004,-0.089,-0.153,0.001,0.0,-0.025,22.736,3.943
1125.658,0,39.097,-75.886,0.406,0.230,-0.155,0.235,0.249,-0.143,0.090,0.000,0.000,178.928,1125.678,1014.300,26.070,-8.733,39.0824132,-75.8755286,-13.629,-0.013,-0.034,-0.008,24,13:09:21,-9.898,0.237,0.273,0.168,-0.034,-0.079,0.001,0.0,-0.001,22.752,3.949
